,date,google trend,tweet_volume,tweet_len
153,2021-08-15,1,18,20.333333333333332
154,2021-08-16,0,28,24.928571428571427
155,2021-08-17,1,1127,22.677018633540374
156,2021-08-18,0,231,26.441558441558442
157,2021-08-19,1,64,26.0
158,2021-08-20,1,38,25.289473684210527
159,2021-08-21,1,27,22.37037037037037
160,2021-08-22,2,36,23.52777777777778
161,2021-08-23,0,31,21.967741935483872
162,2021-08-24,0,80,24.225
163,2021-08-25,1,40,29.175
164,2021-08-26,0,24,26.916666666666668
165,2021-08-27,2,31,31.29032258064516
166,2021-08-28,1,45,25.155555555555555
167,2021-08-29,0,27,23.037037037037038
168,2021-08-30,0,25,28.44
169,2021-08-31,1,28,23.928571428571427
170,2021-09-01,1,33,20.0
171,2021-09-02,0,25,23.24
172,2021-09-03,1,22,30.5
173,2021-09-04,1,10,16.8
174,2021-09-05,0,14,27.5
175,2021-09-06,0,19,19.36842105263158
176,2021-09-07,2,20,27.25
177,2021-09-08,1,27,27.814814814814813
178,2021-09-09,1,28,26.214285714285715
179,2021-09-10,1,31,27.967741935483872
180,2021-09-11,1,12,24.583333333333332
181,2021-09-12,2,19,20.263157894736842
182,2021-09-13,3,22,28.681818181818183
183,2021-09-14,0,15,22.0
184,2021-09-15,0,33,23.363636363636363
185,2021-09-16,1,27,19.925925925925927
186,2021-09-17,1,24,29.291666666666668
187,2021-09-18,2,25,15.6
188,2021-09-19,0,24,23.208333333333332
189,2021-09-20,1,25,18.0
190,2021-09-21,1,40,19.975
191,2021-09-22,2,34,27.147058823529413
192,2021-09-23,0,19,25.94736842105263
193,2021-09-24,2,29,25.103448275862068
194,2021-09-25,3,29,25.551724137931036
195,2021-09-26,1,17,19.88235294117647
196,2021-09-27,2,33,19.303030303030305
197,2021-09-28,1,35,30.62857142857143
198,2021-09-29,2,28,28.0
199,2021-09-30,2,33,19.424242424242426
200,2021-10-01,1,21,34.61904761904762
201,2021-10-02,0,11,24.90909090909091
202,2021-10-03,0,21,22.095238095238095
203,2021-10-04,2,25,18.0
204,2021-10-05,2,20,21.5
205,2021-10-06,1,32,28.78125
206,2021-10-07,0,28,25.357142857142858
207,2021-10-08,2,22,18.90909090909091
208,2021-10-09,0,23,20.434782608695652
209,2021-10-10,0,12,20.166666666666668
210,2021-10-11,2,28,19.928571428571427
211,2021-10-12,0,20,21.25
212,2021-10-13,1,22,20.954545454545453
213,2021-10-14,1,26,22.96153846153846
214,2021-10-15,1,22,26.863636363636363
215,2021-10-16,1,22,29.09090909090909
216,2021-10-17,1,18,21.166666666666668
217,2021-10-18,1,21,27.904761904761905
218,2021-10-19,1,17,28.0
219,2021-10-20,0,17,27.470588235294116
220,2021-10-21,1,36,22.88888888888889
221,2021-10-22,0,17,27.941176470588236
222,2021-10-23,0,31,29.29032258064516
223,2021-10-24,1,23,23.043478260869566
224,2021-10-25,1,14,31.642857142857142
225,2021-10-26,1,23,15.695652173913043
226,2021-10-27,0,31,28.838709677419356
227,2021-10-28,0,24,24.375
228,2021-10-29,2,18,22.61111111111111
229,2021-10-30,1,13,25.76923076923077
230,2021-10-31,0,16,19.4375
231,2021-11-01,0,20,28.0
232,2021-11-02,0,16,17.0
233,2021-11-03,1,14,24.357142857142858
234,2021-11-04,0,19,23.57894736842105
235,2021-11-05,0,23,21.869565217391305
236,2021-11-06,0,16,26.3125
237,2021-11-07,0,10,19.5
238,2021-11-08,0,12,13.583333333333334
239,2021-11-09,1,16,23.6875
240,2021-11-10,0,12,24.25
241,2021-11-11,1,18,24.555555555555557
242,2021-11-12,0,47,24.5531914893617
243,2021-11-13,1,76,22.026315789473685
244,2021-11-14,0,44,25.545454545454547
245,2021-11-15,1,30,31.5
246,2021-11-16,1,41,21.317073170731707
247,2021-11-17,1,14,26.857142857142858
248,2021-11-18,1,56,23.107142857142858
249,2021-11-19,1,36,27.194444444444443
250,2021-11-20,1,19,25.68421052631579
251,2021-11-21,1,18,22.27777777777778
252,2021-11-22,1,34,20.147058823529413
253,2021-11-23,1,22,17.90909090909091
254,2021-11-24,0,13,31.307692307692307
255,2021-11-25,1,14,23.571428571428573
256,2021-11-26,1,13,21.53846153846154
257,2021-11-27,0,23,24.73913043478261
258,2021-11-28,1,35,27.885714285714286
259,2021-11-29,0,30,30.233333333333334
260,2021-11-30,2,26,19.846153846153847
261,2021-12-01,1,24,24.333333333333332
262,2021-12-02,1,35,21.885714285714286
263,2021-12-03,1,38,25.263157894736842
264,2021-12-04,1,21,23.285714285714285
265,2021-12-05,0,33,14.606060606060606
266,2021-12-06,2,20,19.3
267,2021-12-07,1,20,22.75
268,2021-12-08,2,32,25.5625
269,2021-12-09,1,74,26.18918918918919
270,2021-12-10,0,51,23.15686274509804
271,2021-12-11,0,50,21.84
272,2021-12-12,2,44,23.431818181818183
273,2021-12-13,3,39,21.923076923076923
274,2021-12-14,0,22,17.40909090909091
275,2021-12-15,0,25,25.12
276,2021-12-16,3,27,28.666666666666668
277,2021-12-17,0,22,26.272727272727273
278,2021-12-18,1,24,25.083333333333332
279,2021-12-19,1,21,21.571428571428573
280,2021-12-20,2,30,21.5
281,2021-12-21,1,24,25.583333333333332
282,2021-12-22,2,19,24.105263157894736
283,2021-12-23,1,18,24.27777777777778
284,2021-12-24,2,25,19.4
285,2021-12-25,1,10,31.9
286,2021-12-26,0,11,24.727272727272727
287,2021-12-27,1,18,19.666666666666668
288,2021-12-28,0,11,25.0
289,2021-12-29,1,15,20.4
290,2021-12-30,2,13,16.615384615384617
291,2021-12-31,1,30,26.233333333333334
